Percentiles,Book Pickup E0009,Bulk Upload Step 1- Create Draft,Bulk Upload Step 1- Update Data,Bulk Upload Step 1- Upload File,Bulk Upload Step 3 - Confirm ,Confirm delivery,Create Delivery As E0009,Create Delivery As Lazada,Create delivery - step 1,Delivery failed,Get available drivers,Get merchant id,Get orders of page 1,Get orders of page 10,Get orders of page 11,Get orders of page 12,Get orders of page 13,Get orders of page 14,Get orders of page 15,Get orders of page 16,Get orders of page 17,Get orders of page 18,Get orders of page 19,Get orders of page 2,Get orders of page 20,Get orders of page 3,Get orders of page 4,Get orders of page 5,Get orders of page 6,Get orders of page 7,Get orders of page 8,Get orders of page 9,Get pickup task today,Get service type id,Get total pages of all orders,Get total pages of arrived at hub tab,Get total pages of delivery failed tab,Get total pages of today pending pickup,Get total pages of today unassigned pickup,Get user id,Login,Login API Gateway _ E0009,Login API Gateway _ Lazada,POD ,Print invoice of Dex. The biggest one.,Print sticker ,Scan enroute to hub,Scan out for delivery ,Update delivery - before confirm,View delivery,View invoice details of DEX - summary view - the biggest one,View invoice details of DEx - the biggest one
76.1,38382.0,759.0,1033.0,869.0,66495.0,1513.0,77034.0,1280.0,1063.0,93.0,498.0,700.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,715.0,1086.0,852.0,817.0,202.0,428.0,734.0,169460.0,75710.0,108248.0,92.0,1892.0,64935.0,100.0,125.0,648.0,591.0,79765.0,21397.0
76.2,38382.0,759.0,1033.0,869.0,66495.0,1513.0,77034.0,1280.0,1063.0,93.0,498.0,700.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,715.0,1086.0,852.0,817.0,202.0,428.0,734.0,169622.0,75710.0,108248.0,92.0,1892.0,64935.0,100.0,125.0,648.0,591.0,79765.0,21397.0
76.3,38382.0,759.0,1033.0,869.0,66495.0,1513.0,77034.0,1280.0,1063.0,93.0,498.0,700.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,715.0,1086.0,852.0,817.0,202.0,428.0,734.0,169673.0,75710.0,108248.0,92.0,1892.0,64935.0,100.0,125.0,648.0,591.0,79765.0,21397.0
76.4,38382.0,759.0,1033.0,869.0,66495.0,1513.0,77034.0,1280.0,1063.0,93.0,498.0,700.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,715.0,1086.0,852.0,817.0,202.0,428.0,734.0,169673.0,75710.0,108248.0,92.0,1892.0,64935.0,100.0,125.0,648.0,591.0,79765.0,21397.0
76.5,38382.0,759.0,1033.0,869.0,66495.0,1513.0,77034.0,1280.0,1063.0,93.0,498.0,700.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,715.0,1086.0,852.0,817.0,202.0,428.0,734.0,169804.0,75710.0,108248.0,92.0,1892.0,64935.0,100.0,125.0,648.0,591.0,79765.0,21397.0
76.6,38382.0,759.0,1033.0,869.0,66495.0,1513.0,77034.0,1280.0,1063.0,93.0,498.0,700.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,715.0,1086.0,852.0,817.0,202.0,428.0,734.0,169957.0,75710.0,108248.0,92.0,1892.0,64935.0,100.0,125.0,648.0,591.0,79765.0,21397.0
76.7,38382.0,759.0,1033.0,869.0,66495.0,1513.0,77034.0,1280.0,1063.0,93.0,498.0,700.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,715.0,1086.0,852.0,817.0,202.0,428.0,734.0,170101.0,75710.0,108248.0,92.0,1892.0,64935.0,100.0,125.0,648.0,591.0,79765.0,21397.0
76.8,38382.0,759.0,1033.0,869.0,66495.0,1513.0,77034.0,1280.0,1063.0,93.0,498.0,700.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,715.0,1086.0,852.0,817.0,202.0,428.0,734.0,170135.0,75710.0,108248.0,92.0,1892.0,64935.0,100.0,125.0,648.0,591.0,79765.0,21397.0
76.9,38382.0,759.0,1033.0,869.0,66495.0,1513.0,77034.0,1280.0,1063.0,93.0,498.0,700.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,715.0,1086.0,852.0,817.0,202.0,428.0,734.0,170135.0,75710.0,108248.0,92.0,1892.0,64935.0,100.0,125.0,648.0,591.0,79765.0,21397.0
77.0,38382.0,759.0,1033.0,869.0,66495.0,1513.0,77034.0,1280.0,1063.0,93.0,498.0,700.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,715.0,1086.0,852.0,817.0,202.0,428.0,734.0,170297.0,75710.0,108248.0,92.0,1892.0,64935.0,100.0,125.0,648.0,591.0,79765.0,21397.0
77.1,38382.0,759.0,1033.0,869.0,66495.0,1513.0,77034.0,1280.0,1063.0,93.0,498.0,700.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,715.0,1086.0,852.0,817.0,202.0,428.0,734.0,170309.0,75710.0,108248.0,92.0,1892.0,64935.0,100.0,125.0,648.0,591.0,79765.0,21397.0
77.2,38382.0,759.0,1033.0,869.0,66495.0,1513.0,77034.0,1280.0,1063.0,93.0,498.0,700.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,715.0,1086.0,852.0,817.0,202.0,428.0,734.0,170347.0,75710.0,108248.0,92.0,1892.0,64935.0,100.0,125.0,648.0,591.0,79765.0,21397.0
77.3,38382.0,759.0,1033.0,869.0,66495.0,1513.0,77034.0,1280.0,1063.0,93.0,498.0,700.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,715.0,1086.0,852.0,817.0,202.0,428.0,734.0,170347.0,75710.0,108248.0,92.0,1892.0,64935.0,100.0,125.0,648.0,591.0,79765.0,21397.0
77.4,38382.0,759.0,1033.0,869.0,66495.0,1513.0,77034.0,1280.0,1063.0,93.0,498.0,700.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,715.0,1086.0,852.0,817.0,202.0,428.0,734.0,170357.0,75710.0,108248.0,92.0,1892.0,64935.0,100.0,125.0,648.0,591.0,79765.0,21397.0
77.5,38382.0,759.0,1033.0,869.0,66495.0,1513.0,77034.0,1280.0,1063.0,93.0,498.0,700.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,715.0,1086.0,852.0,817.0,202.0,428.0,734.0,170813.0,75710.0,108248.0,92.0,1892.0,64935.0,100.0,125.0,648.0,591.0,79765.0,21397.0
77.6,38382.0,759.0,1033.0,869.0,66495.0,1513.0,77034.0,1280.0,1063.0,93.0,498.0,700.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,715.0,1086.0,852.0,817.0,202.0,428.0,734.0,172001.0,75710.0,108248.0,92.0,1892.0,64935.0,100.0,125.0,648.0,591.0,79765.0,21397.0
77.7,38382.0,759.0,1033.0,869.0,66495.0,1513.0,77034.0,1280.0,1063.0,93.0,498.0,700.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,715.0,1086.0,852.0,817.0,202.0,428.0,734.0,173336.0,75710.0,108248.0,92.0,1892.0,64935.0,100.0,125.0,648.0,591.0,79765.0,21397.0
77.8,38382.0,759.0,1033.0,869.0,66495.0,1513.0,184232.0,1280.0,1063.0,93.0,498.0,700.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,715.0,1086.0,852.0,817.0,202.0,428.0,734.0,173336.0,106664.0,108248.0,92.0,1892.0,64935.0,100.0,125.0,648.0,591.0,79765.0,21397.0
77.9,38382.0,759.0,1033.0,869.0,66495.0,1513.0,184232.0,1280.0,1063.0,93.0,498.0,700.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,715.0,1086.0,852.0,817.0,202.0,428.0,734.0,173946.0,106664.0,108248.0,92.0,1892.0,64935.0,100.0,125.0,648.0,591.0,79765.0,21397.0
78.0,38382.0,759.0,1033.0,869.0,66495.0,1513.0,184232.0,1280.0,1063.0,93.0,498.0,700.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,715.0,1086.0,852.0,817.0,202.0,428.0,734.0,174860.0,106664.0,108248.0,92.0,1892.0,64935.0,100.0,125.0,648.0,591.0,79765.0,21397.0
78.1,38382.0,759.0,1033.0,869.0,66495.0,1513.0,184232.0,1280.0,1063.0,93.0,498.0,700.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,715.0,1086.0,852.0,817.0,202.0,428.0,734.0,175071.0,106664.0,108248.0,92.0,1892.0,64935.0,100.0,125.0,648.0,591.0,79765.0,21397.0
78.2,38382.0,759.0,1033.0,869.0,66495.0,1513.0,184232.0,1280.0,1063.0,93.0,498.0,700.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,715.0,1086.0,852.0,817.0,202.0,428.0,734.0,175071.0,106664.0,108248.0,92.0,1892.0,64935.0,100.0,125.0,648.0,591.0,79765.0,21397.0
78.3,38382.0,759.0,1033.0,869.0,66495.0,1513.0,184232.0,1280.0,1063.0,93.0,498.0,700.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,715.0,1086.0,852.0,817.0,202.0,428.0,734.0,176827.0,106664.0,108248.0,92.0,1892.0,64935.0,100.0,125.0,648.0,591.0,79765.0,21397.0
78.4,38382.0,759.0,1033.0,869.0,66495.0,1513.0,184232.0,1280.0,1063.0,93.0,498.0,700.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,715.0,1086.0,852.0,817.0,202.0,428.0,734.0,177165.0,106664.0,108248.0,92.0,1892.0,64935.0,100.0,125.0,648.0,591.0,79765.0,21397.0
78.5,38382.0,759.0,1033.0,869.0,66495.0,1513.0,184232.0,1280.0,1063.0,93.0,498.0,700.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,715.0,1086.0,852.0,817.0,202.0,428.0,734.0,177727.0,106664.0,108248.0,92.0,1892.0,64935.0,100.0,125.0,648.0,591.0,79765.0,21397.0
78.6,38382.0,759.0,1033.0,869.0,66495.0,1513.0,184232.0,1280.0,1063.0,93.0,498.0,700.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,715.0,1086.0,852.0,817.0,202.0,428.0,734.0,177910.0,106664.0,108248.0,92.0,1892.0,64935.0,100.0,125.0,648.0,591.0,79765.0,21397.0
78.7,38382.0,759.0,1033.0,869.0,66495.0,1513.0,184232.0,1280.0,1063.0,93.0,498.0,700.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,715.0,1086.0,852.0,817.0,202.0,428.0,734.0,177910.0,106664.0,108248.0,92.0,1892.0,64935.0,100.0,125.0,648.0,591.0,79765.0,21397.0
78.8,38382.0,759.0,1033.0,869.0,66495.0,1513.0,184232.0,1280.0,1063.0,93.0,498.0,700.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,715.0,1086.0,852.0,817.0,202.0,428.0,734.0,180641.0,106664.0,108248.0,92.0,1892.0,64935.0,100.0,125.0,648.0,591.0,79765.0,21397.0
78.9,38382.0,759.0,1033.0,869.0,66495.0,1513.0,184232.0,1280.0,1063.0,93.0,498.0,700.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,715.0,1086.0,852.0,817.0,202.0,428.0,734.0,181164.0,106664.0,108248.0,92.0,1892.0,64935.0,100.0,125.0,648.0,591.0,79765.0,21397.0
79.0,38382.0,759.0,1033.0,869.0,66495.0,1513.0,184232.0,1280.0,1063.0,93.0,498.0,700.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,715.0,1086.0,852.0,817.0,202.0,428.0,734.0,181724.0,106664.0,108248.0,92.0,1892.0,64935.0,100.0,125.0,648.0,591.0,79765.0,21397.0
79.1,38382.0,759.0,1033.0,869.0,66495.0,1513.0,184232.0,1280.0,1063.0,93.0,498.0,700.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,715.0,1086.0,852.0,817.0,202.0,428.0,734.0,181724.0,106664.0,108248.0,92.0,1892.0,64935.0,100.0,125.0,648.0,591.0,79765.0,21397.0
79.2,38382.0,759.0,1033.0,869.0,66495.0,1513.0,184232.0,1280.0,1063.0,93.0,498.0,700.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,715.0,1086.0,852.0,817.0,202.0,428.0,734.0,183520.0,106664.0,108248.0,92.0,1892.0,64935.0,100.0,125.0,648.0,591.0,79765.0,21397.0
79.3,38382.0,759.0,1033.0,869.0,66495.0,1513.0,184232.0,1280.0,1063.0,93.0,498.0,700.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,715.0,1086.0,852.0,817.0,202.0,428.0,734.0,185181.0,106664.0,108248.0,92.0,1892.0,64935.0,100.0,125.0,648.0,591.0,79765.0,21397.0
79.4,38382.0,759.0,1033.0,869.0,66495.0,1513.0,184232.0,1280.0,1063.0,93.0,498.0,700.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,715.0,1086.0,852.0,817.0,202.0,428.0,734.0,185614.0,106664.0,108248.0,92.0,1892.0,64935.0,100.0,125.0,648.0,591.0,79765.0,21397.0
79.5,38382.0,759.0,1033.0,869.0,66495.0,1513.0,184232.0,1280.0,1063.0,93.0,498.0,700.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,715.0,1086.0,852.0,817.0,202.0,428.0,734.0,185643.0,106664.0,108248.0,92.0,1892.0,64935.0,100.0,125.0,648.0,591.0,79765.0,21397.0
79.6,38382.0,759.0,1033.0,869.0,66495.0,1513.0,184232.0,1280.0,1063.0,93.0,498.0,700.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,715.0,1086.0,852.0,817.0,202.0,428.0,734.0,185643.0,106664.0,108248.0,92.0,1892.0,64935.0,100.0,125.0,648.0,591.0,79765.0,21397.0
79.7,38382.0,759.0,1033.0,869.0,66495.0,1513.0,184232.0,1280.0,1063.0,93.0,498.0,700.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,715.0,1086.0,852.0,817.0,202.0,428.0,734.0,186638.0,106664.0,108248.0,92.0,1892.0,64935.0,100.0,125.0,648.0,591.0,79765.0,21397.0
79.8,38382.0,759.0,1033.0,869.0,66495.0,1513.0,184232.0,1280.0,1063.0,93.0,498.0,700.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,715.0,1086.0,852.0,817.0,202.0,428.0,734.0,186708.0,106664.0,108248.0,92.0,1892.0,64935.0,100.0,125.0,648.0,591.0,79765.0,21397.0
79.9,38382.0,759.0,1033.0,869.0,66495.0,1513.0,184232.0,1280.0,1063.0,93.0,498.0,700.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,715.0,1086.0,852.0,817.0,202.0,428.0,734.0,187433.0,106664.0,108248.0,92.0,1892.0,64935.0,100.0,125.0,648.0,591.0,79765.0,21397.0
80.0,38382.0,759.0,1033.0,869.0,66495.0,1513.0,184232.0,1280.0,1063.0,93.0,498.0,700.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,715.0,1086.0,852.0,817.0,202.0,428.0,734.0,187433.0,106664.0,108248.0,92.0,1892.0,64935.0,100.0,125.0,648.0,591.0,79765.0,21397.0
80.1,38382.0,759.0,1033.0,869.0,66495.0,1513.0,184232.0,1280.0,62106.0,93.0,498.0,700.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,715.0,1086.0,852.0,817.0,202.0,428.0,734.0,188146.0,106664.0,108248.0,92.0,1962.0,64935.0,100.0,125.0,648.0,591.0,79765.0,36287.0
80.2,38382.0,759.0,1033.0,869.0,66495.0,1513.0,184232.0,1280.0,62106.0,93.0,498.0,700.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,715.0,1086.0,852.0,817.0,202.0,428.0,734.0,188164.0,106664.0,108248.0,92.0,1962.0,64935.0,100.0,125.0,648.0,591.0,79765.0,36287.0
80.3,38382.0,759.0,1033.0,869.0,66495.0,1513.0,184232.0,1280.0,62106.0,93.0,498.0,700.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,715.0,1086.0,852.0,817.0,202.0,428.0,734.0,188302.0,106664.0,108248.0,92.0,1962.0,64935.0,100.0,125.0,648.0,591.0,79765.0,36287.0
80.4,38382.0,759.0,1033.0,869.0,66495.0,1513.0,184232.0,1280.0,62106.0,93.0,498.0,700.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,715.0,1086.0,852.0,817.0,202.0,428.0,734.0,188626.0,106664.0,108248.0,92.0,1962.0,64935.0,100.0,125.0,648.0,591.0,79765.0,36287.0
80.5,38382.0,759.0,1033.0,869.0,66495.0,1513.0,184232.0,1280.0,62106.0,93.0,498.0,700.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,715.0,1086.0,852.0,817.0,202.0,428.0,734.0,188626.0,106664.0,108248.0,92.0,1962.0,64935.0,100.0,125.0,648.0,591.0,79765.0,36287.0
80.6,38382.0,759.0,1033.0,869.0,66495.0,1513.0,184232.0,1280.0,62106.0,93.0,498.0,700.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,715.0,1086.0,852.0,817.0,202.0,428.0,734.0,188701.0,106664.0,108248.0,92.0,1962.0,64935.0,100.0,125.0,648.0,591.0,79765.0,36287.0
80.7,38382.0,759.0,1033.0,869.0,66495.0,1513.0,184232.0,1280.0,62106.0,93.0,498.0,700.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,715.0,1086.0,852.0,817.0,202.0,428.0,734.0,188705.0,106664.0,108248.0,92.0,1962.0,64935.0,100.0,125.0,648.0,591.0,79765.0,36287.0
80.8,38382.0,759.0,1033.0,869.0,66495.0,1513.0,184232.0,1280.0,62106.0,93.0,498.0,700.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,715.0,1086.0,852.0,817.0,202.0,428.0,734.0,188717.0,106664.0,108248.0,92.0,1962.0,64935.0,100.0,125.0,648.0,591.0,79765.0,36287.0
80.9,38382.0,759.0,1033.0,869.0,66495.0,1513.0,184232.0,1280.0,62106.0,93.0,498.0,700.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,715.0,1086.0,852.0,817.0,202.0,428.0,734.0,188796.0,106664.0,108248.0,92.0,1962.0,64935.0,100.0,125.0,648.0,591.0,79765.0,36287.0
81.0,38382.0,759.0,1033.0,869.0,66495.0,1513.0,184232.0,1280.0,62106.0,93.0,498.0,700.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,715.0,1086.0,852.0,817.0,202.0,428.0,734.0,188796.0,106664.0,108248.0,92.0,1962.0,64935.0,100.0,125.0,648.0,591.0,79765.0,36287.0
81.1,38382.0,759.0,1033.0,869.0,66495.0,1513.0,184232.0,1280.0,62106.0,93.0,498.0,700.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,715.0,1086.0,852.0,817.0,202.0,428.0,734.0,189101.0,106664.0,108248.0,92.0,1962.0,64935.0,100.0,125.0,648.0,591.0,79765.0,36287.0
81.2,38382.0,759.0,1033.0,869.0,66495.0,1513.0,184232.0,1280.0,62106.0,93.0,498.0,700.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,715.0,1086.0,852.0,817.0,202.0,428.0,734.0,189337.0,106664.0,108248.0,92.0,1962.0,64935.0,100.0,125.0,648.0,591.0,79765.0,36287.0
81.3,38382.0,759.0,1033.0,869.0,66495.0,1513.0,184232.0,1280.0,62106.0,93.0,498.0,700.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,715.0,1086.0,852.0,817.0,202.0,428.0,734.0,190153.0,106664.0,189965.0,92.0,1962.0,64935.0,100.0,125.0,648.0,591.0,79765.0,36287.0
81.4,38382.0,759.0,1033.0,869.0,66495.0,1513.0,184232.0,1280.0,62106.0,93.0,498.0,700.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,715.0,1086.0,852.0,817.0,202.0,428.0,734.0,190153.0,106664.0,189965.0,92.0,1962.0,64935.0,100.0,125.0,648.0,591.0,79765.0,36287.0
81.5,38382.0,759.0,1033.0,869.0,66495.0,1513.0,184232.0,1280.0,62106.0,93.0,498.0,700.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,715.0,1086.0,852.0,817.0,202.0,428.0,734.0,190791.0,106664.0,189965.0,92.0,1962.0,64935.0,100.0,125.0,648.0,591.0,79765.0,36287.0
