Elapsed time,Book Pickup E0009 (failure),Book Pickup E0009 (success),Bulk Upload Step 1- Create Draft (success),Bulk Upload Step 1- Update Data (success),Bulk Upload Step 1- Upload File (success),Bulk Upload Step 3 - Confirm  (failure),Confirm delivery (success),Create Delivery As E0009 (failure),Create Delivery As E0009 (success),Create Delivery As Lazada (success),Create delivery - step 1 (failure),Create delivery - step 1 (success),Delivery failed (success),Get available drivers (success),Get merchant id (failure),Get merchant id (success),Get orders of page 1 (success),Get orders of page 10 (failure),Get orders of page 11 (failure),Get orders of page 12 (failure),Get orders of page 13 (failure),Get orders of page 14 (failure),Get orders of page 15 (failure),Get orders of page 16 (failure),Get orders of page 17 (failure),Get orders of page 18 (failure),Get orders of page 19 (failure),Get orders of page 2 (success),Get orders of page 20 (failure),Get orders of page 3 (success),Get orders of page 4 (success),Get orders of page 5 (success),Get orders of page 6 (success),Get orders of page 7 (success),Get orders of page 8 (success),Get orders of page 9 (failure),Get pickup task today (success),Get service type id (failure),Get service type id (success),Get total pages of all orders (success),Get total pages of arrived at hub tab (success),Get total pages of delivery failed tab (success),Get total pages of today pending pickup (success),Get total pages of today unassigned pickup (success),Get user id (success),Login (failure),Login (success),Login API Gateway _ E0009 (failure),Login API Gateway _ E0009 (success),Login API Gateway _ Lazada (failure),Login API Gateway _ Lazada (success),POD  (success),Print invoice of Dex. The biggest one. (failure),Print invoice of Dex. The biggest one. (success),Print sticker  (failure),Print sticker  (success),Scan enroute to hub (success),Scan out for delivery  (success),Update delivery - before confirm (success),View delivery (success),View invoice details of DEX - summary view - the biggest one (failure),View invoice details of DEX - summary view - the biggest one (success),View invoice details of DEx - the biggest one (failure),View invoice details of DEx - the biggest one (success)
20:41:00.0,,,,,,,,,,,,,,,,,,,,,,,0.016666666666666666,,,,,,,,,,,,,,,,,,,,,,,0.6333333333333336,,0.016666666666666666,,,,,,,,,,,,,,,,
20:42:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7166666666666672,,,,0.016666666666666666,,,,,,,,,,,,,,
20:43:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2833333333333333,,,,,,,,,,,,,,,,,,
20:44:00.0,,,,,,,,,,,,,,,,,,,,,,,,0.016666666666666666,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,
20:45:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36666666666666664,,,,,,,,,,,,,,,,,,
20:46:00.0,,,,,,,,0.016666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,,0.016666666666666666,,,
20:47:00.0,0.016666666666666666,,,,,,,,,,,,,,,,,,,,,,,,0.016666666666666666,,,,,,,,,,,,,,,,,,,,,1.6666666666666656,,,,0.016666666666666666,,,0.016666666666666666,,,,,,,,,,0.016666666666666666,
20:48:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.016666666666666666,,,,,,,,,,,,,,,,,,,,1.2333333333333338,,,,,,,,,,,,,,,,,,
20:49:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4833333333333333,,0.016666666666666666,,0.016666666666666666,,,,,,,,,,,,,,
20:50:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016666666666666666,,,,,,,,,,,,,,,,,,,1.1666666666666674,,,,,,,,,,,,,,,,,,
20:51:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36666666666666664,,,,,,,,,,,,,,,,,,
20:52:00.0,,,,,,,,0.016666666666666666,,,,,,,,,,,,,,,,,,,,,0.016666666666666666,,,,,,,,,,,,,,,,,0.5333333333333333,,,,0.016666666666666666,,,,,,,,,,,0.016666666666666666,,,
